id,iebc_ward_name,count,province,district,division,pcode,status,no,shape_type,status_1,created_at,updated_at,voided,county,constituency
601,Kinango,4,Coast,Kwale,Kinango,KE0602,,46,Polygon,,2026-03-04 16:05:54.688553,2026-03-04 16:27:36.684955,f,Kwale,Kinango
583,Kikuyu,2,Central,Kiambu,Kikuyu,KE0584,,599,Polygon,,2026-03-04 16:05:54.582094,2026-03-04 16:26:04.667418,f,Kiambu,Kikuyu
603,Kingandole,3,Western,Busia,Butula,KE0604,,1143,Polygon,,2026-03-04 16:05:54.698783,2026-03-04 16:27:36.711356,f,Busia,Butula
604,Kinna,6,Eastern,Isiolo,Kinna,KE0605,,249,Polygon,,2026-03-04 16:05:54.704339,2026-03-04 16:27:36.722973,f,Isiolo,Kinna
605,Kinondo,2,Coast,Kwale,Msambweni,KE0606,,33,Polygon,,2026-03-04 16:05:54.709876,2026-03-04 16:27:36.735418,f,Kwale,Msambweni
608,Kinyoro,3,Rift Valley,Trans Nzoia,Saboti,KE0609,,683,Polygon,,2026-03-04 16:05:54.724477,2026-03-04 16:27:36.76223,f,Trans Nzoia,Saboti
610,Kipchebor,4,Rift Valley,Kericho,Ainamoi,KE0611,,947,Polygon,,2026-03-04 16:05:54.733592,2026-03-04 16:27:36.775739,f,Kericho,Ainamoi
612,Kipevu,1,Coast,Mombasa,Changamwe,KE0613,,2,Polygon,,2026-03-04 16:05:54.744427,2026-03-04 16:27:36.81433,f,Mombasa,Changamwe
613,Kipini East,6,Coast,Tana River,Kipini,KE0614,,86,Polygon,,2026-03-04 16:05:54.749317,2026-03-04 16:27:36.832244,f,Tana River,Kipini
614,Kipini West,6,Coast,Tana River,Kipini,KE0615,,88,Polygon,,2026-03-04 16:05:54.75415,2026-03-04 16:27:36.844765,f,Tana River,Kipini
599,Kinale,4,Central,Kiambu,Lari,KE0600,,606,Polygon,,2026-03-04 16:05:54.677928,2026-03-04 16:26:04.758219,f,Kiambu,Lari
616,Kipkaren,6,Rift Valley,Nandi,Kipkaren,KE0617,,775,Polygon,,2026-03-04 16:05:54.76353,2026-03-04 16:27:36.874792,f,Nandi,Kipkaren
617,Kipkelion,9,Rift Valley,Kericho,Londiani,KE0618,,942,Polygon,,2026-03-04 16:05:54.76805,2026-03-04 16:27:36.887253,f,Kericho,Londiani
619,Kiplombe,2,Rift Valley,Uasin Gishu,Soy,KE0620,,711,Polygon,,2026-03-04 16:05:54.777736,2026-03-04 16:27:36.91272,f,Uasin Gishu,
620,Kipreres,5,Rift Valley,Bomet,Longisa,KE0621,,979,Polygon,,2026-03-04 16:05:54.782169,2026-03-04 16:27:36.932557,f,Bomet,Longisa
622,Kipsomba,1,Rift Valley,Uasin Gishu,Soy,KE0623,,705,Polygon,,2026-03-04 16:05:54.791572,2026-03-04 16:27:36.981569,f,Uasin Gishu,
606,Kinoo,1,Central,Kiambu,Kikuyu,KE0607,,600,Polygon,,2026-03-04 16:05:54.714665,2026-03-04 16:26:04.792773,f,Kiambu,Kikuyu
623,Kipsonoi,10,Rift Valley,Bomet,Mutarakwa,KE0624,,968,Polygon,,2026-03-04 16:05:54.796118,2026-03-04 16:27:37.002923,f,Bomet,Mutarakwa
624,Kiptagich,9,Rift Valley,Nakuru,Olenguruone,KE0625,,851,Polygon,,2026-03-04 16:05:54.800704,2026-03-04 16:27:37.023994,f,Nakuru,Olenguruone
625,Kiptororo,7,Rift Valley,Nakuru,Elburgon,KE0626,,853,Polygon,,2026-03-04 16:05:54.805619,2026-03-04 16:27:37.034304,f,Nakuru,Elburgon
626,Kiptuiya,3,Rift Valley,Nandi,Kapsabet,KE0627,,769,Polygon,,2026-03-04 16:05:54.810364,2026-03-04 16:27:37.045594,f,Nandi,Kapsabet
630,Kirimukuyu,8,Central,Nyeri,Mathira,KE0631,,481,Polygon,,2026-03-04 16:05:54.831359,2026-03-04 16:27:37.081508,f,Nyeri,Mathira
631,Kiru,9,Central,Murang'a,Mathioya,KE0632,,520,Polygon,,2026-03-04 16:05:54.837392,2026-03-04 16:27:37.094478,f,Murang'a,Mathioya
632,Kisa Central,0,Western,Kakamega,Khwisero,KE0633,,1040,Polygon,,2026-03-04 16:05:54.843193,2026-03-04 16:27:37.105589,f,Kakamega,Khwisero
633,Kisa East,5,Western,Kakamega,Khwisero,KE0634,,1038,Polygon,,2026-03-04 16:05:54.848881,2026-03-04 16:27:37.118975,f,Kakamega,Khwisero
634,Kisa North,3,Western,Kakamega,Khwisero,KE0635,,1037,Polygon,,2026-03-04 16:05:54.854648,2026-03-04 16:27:37.130307,f,Kakamega,Khwisero
635,Kisa West,5,Western,Kakamega,Khwisero,KE0636,,1039,Polygon,,2026-03-04 16:05:54.860872,2026-03-04 16:27:37.142819,f,Kakamega,Khwisero
637,Kisasi,8,Eastern,Kitui,Chuluni,KE0638,,350,Polygon,,2026-03-04 16:05:54.904953,2026-03-04 16:27:37.174959,f,Kitui,Chuluni
641,Kisumu North,5,Nyanza,Kisumu,Winam,KE0642,,1193,Polygon,,2026-03-04 16:05:54.977742,2026-03-04 16:27:37.220383,f,Kisumu,Winam
643,Kiteta/Kisau,16,Eastern,Makueni,Kisau,KE0644,,414,Polygon,,2026-03-04 16:05:55.004334,2026-03-04 16:27:37.24343,f,Makueni,Kisau
644,Kithimani,4,Eastern,Machakos,Yatta,KE0645,,378,Polygon,,2026-03-04 16:05:55.012604,2026-03-04 16:27:37.254685,f,Machakos,Yatta
645,Kithimu,3,Eastern,Embu,Nembure,KE0646,,312,Polygon,,2026-03-04 16:05:55.019914,2026-03-04 16:27:37.268139,f,Embu,Nembure
646,Kithungo/kitundu,14,Eastern,Makueni,Mbooni,KE0647,,413,Polygon,,2026-03-04 16:05:55.027857,2026-03-04 16:27:37.285726,f,Makueni,Mbooni
650,Kiunga,4,Coast,Lamu,Kiunga,KE0651,,102,Polygon,,2026-03-04 16:05:55.05163,2026-03-04 16:27:37.3344,f,Lamu,Kiunga
652,Kivaa,8,Eastern,Machakos,Masinga,KE0653,,371,Polygon,,2026-03-04 16:05:55.062706,2026-03-04 16:27:37.360427,f,Machakos,Masinga
654,Kivumbini,1,Rift Valley,Nakuru,Elburgon,KE0655,,877,Polygon,spelling,2026-03-04 16:05:55.073641,2026-03-04 16:27:37.375436,f,Nakuru,Elburgon
655,Kiwawa,9,Rift Valley,West Pokot,Kasei,KE0656,,655,Polygon,,2026-03-04 16:05:55.078687,2026-03-04 16:27:37.385903,f,West Pokot,Kasei
658,Kodich,6,Rift Valley,West Pokot,Kacheliba,KE0659,,652,Polygon,,2026-03-04 16:05:55.09385,2026-03-04 16:27:37.398322,f,West Pokot,Kacheliba
648,Kitisuru,3,Nairobi,Nairobi,Westlands,KE0649,,1366,Polygon,,2026-03-04 16:05:55.040565,2026-03-04 16:26:04.95305,f,Nairobi,Westlands
653,Kivou,5,Eastern,Kitui,Central,KE0654,,341,Polygon,,2026-03-04 16:05:55.068162,2026-03-04 16:26:05.008538,f,Kitui,Imenti Central
660,Koisagat/Kapsang,3,Rift Valley,Uasin Gishu,Soy,KE0661,,,,,2026-03-04 16:05:55.104136,2026-03-04 16:27:37.425369,f,Uasin Gishu,
663,Kola,3,Eastern,Machakos,Kalama,KE0664,,404,Polygon,,2026-03-04 16:05:55.118917,2026-03-04 16:27:37.437343,f,Machakos,Kalama
665,Kolwa Central,2,Nyanza,Kisumu,Winam,KE0666,,1190,Polygon,,2026-03-04 16:05:55.128373,2026-03-04 16:27:37.47642,f,Kisumu,Winam
666,Kolwa East,3,Nyanza,Kisumu,Winam,KE0667,,1187,Polygon,,2026-03-04 16:05:55.133046,2026-03-04 16:27:37.515615,f,Kisumu,Winam
669,Kondele,1,Nyanza,Kisumu,Winam,KE0670,,1200,Polygon,,2026-03-04 16:05:55.146534,2026-03-04 16:27:37.528777,f,Kisumu,Winam
670,Kong'asis,9,Rift Valley,Bomet,Siongiroi,KE0671,,971,Polygon,,2026-03-04 16:05:55.151225,2026-03-04 16:27:37.542537,f,Bomet,Siongiroi
671,Kongoni,1,Western,Kakamega,Likuyani,KE0672,,999,Polygon,,2026-03-04 16:05:55.155749,2026-03-04 16:27:37.555379,f,Kakamega,Likuyani
672,Kongowea,1,Coast,Mombasa,Kisauni,KE0673,,19,Polygon,,2026-03-04 16:05:55.159921,2026-03-04 16:27:37.568335,f,Mombasa,Kisauni
675,Korondile,3,North Eastern,Wajir,Buna,KE0676,,163,Polygon,,2026-03-04 16:05:55.172934,2026-03-04 16:27:37.592152,f,Wajir,Buna
676,Korr/Ngurunit,5,Eastern,Marsabit,Laisamis,KE0677,,238,Polygon,,2026-03-04 16:05:55.177188,2026-03-04 16:27:37.60378,f,Marsabit,Laisamis
677,Kosirai,11,Rift Valley,Nandi,Kosirai,KE0678,,766,Polygon,,2026-03-04 16:05:55.181484,2026-03-04 16:27:37.617188,f,Nandi,Kosirai
678,Kotaruk/Lobei,5,Rift Valley,Turkana,Turkwel,KE0679,,629,Polygon,,2026-03-04 16:05:55.185964,2026-03-04 16:27:37.629044,f,Turkana,Turkwel
679,Koyo/Ndurio,12,Rift Valley,Nandi,Kaptumo,KE0680,,760,Polygon,,2026-03-04 16:05:55.190944,2026-03-04 16:27:37.641652,f,Nandi,Kaptumo
680,Koyonzo,3,Western,Kakamega,Matungu,KE0681,,1027,Polygon,,2026-03-04 16:05:55.195768,2026-03-04 16:27:37.653843,f,Kakamega,Matungu
681,Kubo South,11,Coast,Kwale,Kubo,KE0682,,42,Polygon,,2026-03-04 16:05:55.200656,2026-03-04 16:27:37.667462,f,Kwale,Kubo
684,Kunyak,4,Rift Valley,Kericho,Chilchila,KE0685,,940,Polygon,,2026-03-04 16:05:55.214167,2026-03-04 16:27:37.838338,f,Kericho,Chilchila
685,Kurgung/Surungai,9,Rift Valley,Nandi,Kipkaren,KE0686,,776,Polygon,,2026-03-04 16:05:55.218856,2026-03-04 16:27:37.853521,f,Nandi,Kipkaren
686,Kutulo,8,North Eastern,Mandera,Kutulo,KE0687,,207,Polygon,,2026-03-04 16:05:55.223404,2026-03-04 16:27:37.86304,f,Mandera,Kutulo
667,Komarock,1,Nairobi,Nairobi,Embakasi,KE0668,,1419,Polygon,,2026-03-04 16:05:55.137768,2026-03-04 16:26:05.131922,f,Nairobi,Embakasi South
668,Komothai,5,Central,Kiambu,Githunguri,KE0669,,581,Polygon,,2026-03-04 16:05:55.142247,2026-03-04 16:26:05.152611,f,Kiambu,Githunguri
688,Kwa Mutonga/Kithumula,9,Eastern,Kitui,Matinyani,KE0689,,349,Polygon,spelling,2026-03-04 16:05:55.233197,2026-03-04 16:27:37.871802,f,Kitui,Matinyani
692,Kwabwai,8,Nyanza,Homa Bay,Kobama,KE0693,,1245,Polygon,,2026-03-04 16:05:55.257669,2026-03-04 16:27:37.884874,f,Homa Bay,Kobama
693,Kwanza,4,Rift Valley,Trans Nzoia,Kwanza,KE0694,,677,Polygon,,2026-03-04 16:05:55.266321,2026-03-04 16:27:37.890597,f,Trans Nzoia,Kwanza
698,Kyeni North,4,Eastern,Embu,Kyeni,KE0699,,321,Polygon,,2026-03-04 16:05:55.35136,2026-03-04 16:27:37.901604,f,Embu,Kyeni
699,Kyeni South,6,Eastern,Embu,Kyeni,KE0700,,322,Polygon,,2026-03-04 16:05:55.359894,2026-03-04 16:27:37.90698,f,Embu,Kyeni
701,Kyuso,12,Eastern,Kitui,Kyuso,KE0702,,332,Polygon,,2026-03-04 16:05:55.374567,2026-03-04 16:27:37.912511,f,Kitui,Kyuso
702,Loita,1,Rift Valley,Narok,,KE0703,,904,Polygon,spelling,2026-03-04 16:05:55.382073,2026-03-04 16:27:37.917697,f,Narok,
704,Lafey,4,North Eastern,Mandera,Lafey,KE0705,,218,Polygon,,2026-03-04 16:05:55.39595,2026-03-04 16:27:37.923096,f,Mandera,Lafey
705,Lag Sure,1,North Eastern,Mandera,Takaba,KE0706,,193,Polygon,spacing,2026-03-04 16:05:55.402897,2026-03-04 16:27:37.937495,f,Mandera,Takaba
707,Laini Saba,1,Nairobi,Nairobi,Kibera,KE0708,,1386,Polygon,,2026-03-04 16:05:55.415433,2026-03-04 16:27:37.96247,f,Nairobi,Kibera
708,Lake Nakuru National Park,3,Rift Valley,Nakuru,Elburgon,KE0709,,,,,2026-03-04 16:05:55.422022,2026-03-04 16:27:37.978954,f,Nakuru,Elburgon
709,Lake Zone,9,Rift Valley,Turkana,Lapur,KE0710,,612,Polygon,spelling,2026-03-04 16:05:55.427616,2026-03-04 16:27:37.986205,f,Turkana,Lapur
710,Lakeview,1,Rift Valley,Nakuru,Naivasha,KE0711,,838,Polygon,,2026-03-04 16:05:55.432767,2026-03-04 16:27:37.994009,f,Nakuru,Naivasha
711,Lakole South,2,North Eastern,Wajir,El-das,KE0712,,182,Polygon,spelling,2026-03-04 16:05:55.437963,2026-03-04 16:27:37.999981,f,Wajir,El-das
714,Lanet/Umoja,2,Rift Valley,Nakuru,Bahati,KE0715,,868,Polygon,,2026-03-04 16:05:55.453057,2026-03-04 16:27:38.01191,f,Nakuru,Bahati
687,Kwa,4,Nyanza,Migori,Suba East,KE0688,,1272,Polygon,,2026-03-04 16:05:55.228116,2026-03-04 16:26:05.291537,f,Migori,Suba East
715,Langalanga,1,Rift Valley,Nakuru,Elburgon,KE0716,,,,,2026-03-04 16:05:55.457798,2026-03-04 16:27:38.017509,f,Nakuru,Elburgon
689,Kwa Njenga,1,Nairobi,Nairobi,Embakasi,KE0690,,1407,Polygon,,2026-03-04 16:05:55.23899,2026-03-04 16:26:05.301138,f,Nairobi,Embakasi South
718,Lare,5,Rift Valley,Nakuru,Njoro,KE0719,,834,Polygon,,2026-03-04 16:05:55.472015,2026-03-04 16:27:38.033909,f,Nakuru,Njoro
719,Barwessa,8,Rift Valley,Baringo,Barwessa,KE0720,,788,Polygon,done,2026-03-04 16:05:55.487939,2026-03-04 16:27:38.039127,f,Baringo,Barwessa
694,Kware,1,Nairobi,Nairobi,Embakasi,KE0695,,1410,Polygon,,2026-03-04 16:05:55.286744,2026-03-04 16:26:05.32406,f,Nairobi,Embakasi South
695,Kyangwithya East,4,Eastern,Kitui,Central,KE0696,,358,Polygon,,2026-03-04 16:05:55.307066,2026-03-04 16:26:05.328578,f,Kitui,Imenti Central
720,Lelan,22,Rift Valley,West Pokot,Lelan,KE0721,,659,Polygon,,2026-03-04 16:05:55.49532,2026-03-04 16:27:38.044503,f,West Pokot,Lelan
721,Lelmokwo/Ngechek,12,Rift Valley,Nandi,Kosirai,KE0722,,767,Polygon,spelling,2026-03-04 16:05:55.501655,2026-03-04 16:27:38.04961,f,Nandi,Kosirai
700,Kyethani/kiomo,6,Eastern,Kitui,Central,KE0701,,339,Polygon,spelling,2026-03-04 16:05:55.367074,2026-03-04 16:26:05.351509,f,Kitui,Imenti Central
724,Lembus/Perkerra,9,Rift Valley,Baringo,Eldama Ravine,KE0725,,809,Polygon,,2026-03-04 16:05:55.517891,2026-03-04 16:27:38.060163,f,Baringo,Eldama Ravine
725,Lereshwa,2,Central,Nyandarua,Kipipiri,KE0726,,,,,2026-03-04 16:05:55.523453,2026-03-04 16:27:38.064978,f,Nyandarua,Kipipiri
726,Leshau/Pondo,4,Central,Nyandarua,Ndaragwa,KE0727,,462,Polygon,,2026-03-04 16:05:55.528352,2026-03-04 16:27:38.069999,f,Nyandarua,Ndaragwa
727,Letea,7,Rift Valley,Turkana,Oropoi,KE0728,,619,Polygon,,2026-03-04 16:05:55.53305,2026-03-04 16:27:38.07507,f,Turkana,Oropoi
728,Libehia,4,North Eastern,Mandera,Hareri Lihehia,KE0729,,216,Polygon,,2026-03-04 16:05:55.537884,2026-03-04 16:27:38.080206,f,Mandera,Hareri Lihehia
729,Liboi,3,North Eastern,Garissa,Liboi,KE0730,,150,Polygon,,2026-03-04 16:05:55.542317,2026-03-04 16:27:38.084639,f,Garissa,Liboi
730,Likoni,1,Coast,Mombasa,Likoni,KE0731,,24,Polygon,,2026-03-04 16:05:55.54664,2026-03-04 16:27:38.089217,f,Mombasa,Likoni
713,Landimawe,1,Nairobi,Nairobi,Makadara,KE0714,,1443,Polygon,,2026-03-04 16:05:55.448087,2026-03-04 16:26:05.431178,f,Nairobi,Makadara
722,Lembus,5,Rift Valley,Baringo,Torongo,KE0723,,805,Polygon,,2026-03-04 16:05:55.506758,2026-03-04 16:26:05.55113,f,Baringo,Rongo
732,Limuru Central,4,Central,Kiambu,Limuru,KE0733,,602,Polygon,,2026-03-04 16:05:55.556267,2026-03-04 16:26:05.604449,f,Kiambu,Limuru
736,Lobokat,3,Rift Valley,Turkana,Kainuk,KE0737,,635,Polygon,,2026-03-04 16:05:55.576622,2026-03-04 16:27:38.107964,f,Turkana,Kainuk
737,Lodokejek,8,Rift Valley,Samburu,Lorroki,KE0738,,661,Polygon,,2026-03-04 16:05:55.58191,2026-03-04 16:27:38.113107,f,Samburu,Lorroki
739,Logologo,9,Eastern,Marsabit,Laisamis,KE0740,,239,Polygon,spelling,2026-03-04 16:05:55.593638,2026-03-04 16:27:38.117454,f,Marsabit,Laisamis
740,Loima,4,Rift Valley,Turkana,Loima,KE0741,,631,Polygon,,2026-03-04 16:05:55.600635,2026-03-04 16:27:38.12219,f,Turkana,Loima
741,Loiyamorok,4,Rift Valley,Baringo,Nginyang,KE0742,,785,Polygon,,2026-03-04 16:05:55.609733,2026-03-04 16:27:38.127182,f,Baringo,Nginyang
743,Lokichar,4,Rift Valley,Turkana,Lokichar,KE0744,,637,Polygon,,2026-03-04 16:05:55.64102,2026-03-04 16:27:38.137611,f,Turkana,Lokichar
744,Lokichoggio,4,Rift Valley,Turkana,Lokichoggio,KE0745,,622,Polygon,,2026-03-04 16:05:55.659661,2026-03-04 16:27:38.142304,f,Turkana,Lokichoggio
746,Lokori/Kochodin,8,Rift Valley,Turkana,Lokori,KE0747,,640,Polygon,,2026-03-04 16:05:55.684255,2026-03-04 16:27:38.151787,f,Turkana,Lokori
749,Londiani,5,Rift Valley,Kericho,Londiani,KE0750,,936,Polygon,,2026-03-04 16:05:55.706417,2026-03-04 16:27:38.16718,f,Kericho,Londiani
751,Longisa,6,Rift Valley,Bomet,Longisa,KE0752,,978,Polygon,,2026-03-04 16:05:55.719847,2026-03-04 16:27:38.177188,f,Bomet,Longisa
738,Lodwar Township,3,Rift Valley,Turkana,Central,KE0739,,627,Polygon,,2026-03-04 16:05:55.587743,2026-03-04 16:26:05.688432,f,Turkana,Imenti Central
752,Loosuk,4,Rift Valley,Samburu,Kirisia,KE0753,,664,Polygon,,2026-03-04 16:05:55.725623,2026-03-04 16:27:38.182568,f,Samburu,Kirisia
754,Lower Kaewa/Iveti,5,Eastern,Machakos,Kathiani,KE0755,,393,Polygon,spelling,2026-03-04 16:05:55.7378,2026-03-04 16:27:38.192702,f,Machakos,Kathiani
756,Luanda,4,Western,Vihiga,Luanda,KE0757,,1068,Polygon,spelling,2026-03-04 16:05:55.749269,2026-03-04 16:27:38.197755,f,Vihiga,Luanda
757,Luanda South,5,Western,Vihiga,Luanda,KE0758,,1071,Polygon,,2026-03-04 16:05:55.755321,2026-03-04 16:27:38.202894,f,Vihiga,Luanda
759,Lugaga/Wamuluma,6,Western,Vihiga,Vihiga,KE0760,,1051,Polygon,spelling,2026-03-04 16:05:55.765275,2026-03-04 16:27:38.208377,f,Vihiga,
760,Lugari,2,Western,Kakamega,Lugari,KE0761,,992,Polygon,,2026-03-04 16:05:55.770338,2026-03-04 16:27:38.212979,f,Kakamega,Lugari
762,Lumakanda,2,Western,Kakamega,Lugari,KE0763,,993,Polygon,,2026-03-04 16:05:55.780481,2026-03-04 16:27:38.222714,f,Kakamega,Lugari
763,Lusheya/Lubinu,3,Western,Kakamega,East Wanga,KE0764,,1024,Polygon,,2026-03-04 16:05:55.785247,2026-03-04 16:27:38.227743,f,Kakamega,East Wanga
764,Lwandanyi,7,Western,Bungoma,Malakisi,KE0765,,1084,Polygon,spelling,2026-03-04 16:05:55.790104,2026-03-04 16:27:38.232604,f,Bungoma,Malakisi
765,Lwandeti,4,Western,Kakamega,Matete,KE0766,,996,Polygon,,2026-03-04 16:05:55.795206,2026-03-04 16:27:38.537083,f,Kakamega,Matete
766,Lyaduywa/Izava,6,Western,Vihiga,Sabatia,KE0767,,1055,Polygon,,2026-03-04 16:05:55.800613,2026-03-04 16:27:38.542547,f,Vihiga,Sabatia
755,Lower Savanna,1,Nairobi,Nairobi,Embakasi,KE0756,,1422,Polygon,,2026-03-04 16:05:55.743383,2026-03-04 16:26:05.849257,f,Nairobi,Embakasi South
767,Maji Moto/Naroosura,1,Rift Valley,Narok,,KE0768,,901,Polygon,spelling,2026-03-04 16:05:55.80584,2026-03-04 16:27:38.54653,f,Narok,
768,Melelo,1,Rift Valley,Narok,,KE0769,,903,Polygon,spelling,2026-03-04 16:05:55.811247,2026-03-04 16:27:38.550609,f,Narok,
758,Lucky Summer,1,Nairobi,Nairobi,Kasarani,KE0759,,1404,Polygon,,2026-03-04 16:05:55.760451,2026-03-04 16:26:05.863718,f,Nairobi,Kasarani
770,MOSIRO(Narok East),1,Rift Valley,Narok,,KE0771,,,,,2026-03-04 16:05:55.823192,2026-03-04 16:27:38.558748,f,Narok,
771,Maai Mahiu,3,Rift Valley,Nakuru,Naivasha,KE0772,,839,Polygon,,2026-03-04 16:05:55.828515,2026-03-04 16:27:38.562513,f,Nakuru,Naivasha
772,Maalamin,3,North Eastern,Garissa,Madogashe,KE0773,,143,Polygon,,2026-03-04 16:05:55.833166,2026-03-04 16:27:38.566235,f,Garissa,Madogashe
776,Machewa,1,Rift Valley,Trans Nzoia,Saboti,KE0777,,687,Polygon,,2026-03-04 16:05:55.853047,2026-03-04 16:27:38.570766,f,Trans Nzoia,Saboti
777,Mackinnon Road,5,Coast,Kwale,Samburu,KE0778,,47,Polygon,,2026-03-04 16:05:55.857913,2026-03-04 16:27:38.57507,f,Kwale,
779,Madogo,6,Coast,Tana River,Bangale,KE0780,,100,Polygon,,2026-03-04 16:05:55.868028,2026-03-04 16:27:38.582524,f,Tana River,Bangale
780,Maella,5,Rift Valley,Nakuru,Naivasha,KE0781,,840,Polygon,,2026-03-04 16:05:55.872955,2026-03-04 16:27:38.586445,f,Nakuru,Naivasha
782,Magadi,12,Rift Valley,Kajiado,Magadi,KE0783,,928,Polygon,,2026-03-04 16:05:55.883105,2026-03-04 16:27:38.59475,f,Kajiado,Magadi
788,Magumu,3,Central,Nyandarua,South Kinangop,KE0789,,448,Polygon,,2026-03-04 16:05:55.913781,2026-03-04 16:27:38.603991,f,Nyandarua,South Kinangop
789,Magutu,5,Central,Nyeri,Mathira,KE0790,,478,Polygon,,2026-03-04 16:05:55.919834,2026-03-04 16:27:38.609246,f,Nyeri,Mathira
791,Mahiakalo,1,Western,Kakamega,Municipality,KE0792,,1013,Polygon,,2026-03-04 16:05:55.933077,2026-03-04 16:27:38.613776,f,Kakamega,Municipality
792,Mahiga,9,Central,Nyeri,Othaya,KE0793,,483,Polygon,,2026-03-04 16:05:55.940944,2026-03-04 16:27:38.618731,f,Nyeri,Othaya
773,Mabatini,1,Nairobi,Nairobi,Central,KE0774,,1446,Polygon,,2026-03-04 16:05:55.83794,2026-03-04 16:26:05.984009,f,Nairobi,Imenti Central
775,Machakos Central,4,Eastern,Machakos,Central,KE0776,,401,Polygon,,2026-03-04 16:05:55.848211,2026-03-04 16:26:06.000519,f,Machakos,Imenti Central
793,Mahiga-ini,3,Central,Kirinyaga,Mwea,KE0794,,,,,2026-03-04 16:05:55.981503,2026-03-04 16:27:38.623741,f,Kirinyaga,Mwea
795,Maikona,6,Eastern,Marsabit,Maikona,KE0796,,229,Polygon,,2026-03-04 16:05:56.014994,2026-03-04 16:27:38.628397,f,Marsabit,Maikona
796,Majengo,2,Coast,Mombasa,Island,KE0797,,30,Polygon,,2026-03-04 16:05:56.02639,2026-03-04 16:27:38.633121,f,Mombasa,Island
799,Makina,1,Nairobi,Nairobi,Kibera,KE0800,,1388,Polygon,,2026-03-04 16:05:56.049182,2026-03-04 16:27:38.638112,f,Nairobi,Kibera
800,Makindu,22,Eastern,Makueni,Makindu,KE0801,,431,Polygon,,2026-03-04 16:05:56.055685,2026-03-04 16:27:38.642621,f,Makueni,Makindu
802,Makutano,3,Rift Valley,Trans Nzoia,Kaplamai,KE0803,,695,Polygon,,2026-03-04 16:05:56.067357,2026-03-04 16:27:38.64708,f,Trans Nzoia,Kaplamai
803,Makutano/Mwala,23,Eastern,Machakos,Mwala,KE0804,,406,Polygon,,2026-03-04 16:05:56.0725,2026-03-04 16:27:38.651678,f,Machakos,Mwala
808,Malaha/Isongo/Makunga,3,Western,Kakamega,East Wanga,KE0809,,1025,Polygon,,2026-03-04 16:05:56.098192,2026-03-04 16:27:38.676845,f,Kakamega,East Wanga
809,Malakisi/SouthKulisiru,4,Western,Bungoma,Sirisia,KE0810,,1083,Polygon,,2026-03-04 16:05:56.103704,2026-03-04 16:27:38.681637,f,Bungoma,Sirisia
811,Malewa West,3,Rift Valley,Nakuru,Olenguruone,KE0812,,847,Polygon,,2026-03-04 16:05:56.115262,2026-03-04 16:27:38.691223,f,Nakuru,Olenguruone
813,Malkamari,4,North Eastern,Mandera,Malkamari,KE0814,,199,Polygon,,2026-03-04 16:05:56.127462,2026-03-04 16:27:38.696247,f,Mandera,Malkamari
817,Manyatta 'B',1,Nyanza,Kisumu,Winam,KE0818,,1188,Polygon,spelling,2026-03-04 16:05:56.14835,2026-03-04 16:27:38.711964,f,Kisumu,Winam
818,Mara,1,Rift Valley,Narok,,KE0819,,908,Polygon,,2026-03-04 16:05:56.153375,2026-03-04 16:27:38.718477,f,Narok,
819,Marachi Central,2,Western,Busia,Butula,KE0820,,1144,Polygon,,2026-03-04 16:05:56.158237,2026-03-04 16:27:38.733559,f,Busia,Butula
821,Marachi North,4,Western,Busia,Butula,KE0822,,1146,Polygon,,2026-03-04 16:05:56.16908,2026-03-04 16:27:38.784747,f,Busia,Butula
822,Marachi West,5,Western,Busia,Butula,KE0823,,1142,Polygon,,2026-03-04 16:05:56.174222,2026-03-04 16:27:38.810481,f,Busia,Butula
825,Marakaru,1,Western,Bungoma,Kanduyi,KE0826,,,,,2026-03-04 16:05:56.193768,2026-03-04 16:27:38.844977,f,Bungoma,Kanduyi
826,Maralal,7,Rift Valley,Samburu,Kirisia,KE0827,,663,Polygon,,2026-03-04 16:05:56.226008,2026-03-04 16:27:38.8527,f,Samburu,Kirisia
827,Marama Central,6,Western,Kakamega,Butere,KE0828,,1033,Polygon,,2026-03-04 16:05:56.246533,2026-03-04 16:27:38.860483,f,Kakamega,Butere
828,Marama North,4,Western,Kakamega,Butere,KE0829,,1035,Polygon,,2026-03-04 16:05:56.258029,2026-03-04 16:27:38.867119,f,Kakamega,Butere
829,Marama South,5,Western,Kakamega,Butere,KE0830,,1036,Polygon,,2026-03-04 16:05:56.273733,2026-03-04 16:27:38.873893,f,Kakamega,Butere
830,Marama West,4,Western,Kakamega,Butere,KE0831,,1032,Polygon,,2026-03-04 16:05:56.285641,2026-03-04 16:27:38.880052,f,Kakamega,Butere
832,Marenyo/Shianda,6,Western,Kakamega,Butere,KE0833,,1034,Polygon,,2026-03-04 16:05:56.302153,2026-03-04 16:27:38.885811,f,Kakamega,Butere
835,Mariashoni,3,Rift Valley,Nakuru,Njoro,KE0836,,826,Polygon,,2026-03-04 16:05:56.321842,2026-03-04 16:27:38.891754,f,Nakuru,Njoro
836,Marigat,19,Rift Valley,Baringo,Marigat,KE0837,,798,Polygon,,2026-03-04 16:05:56.327939,2026-03-04 16:27:38.897318,f,Baringo,Marigat
847,Masii,9,Eastern,Machakos,Mwala,KE0848,,407,Polygon,,2026-03-04 16:05:56.387196,2026-03-04 16:27:38.924948,f,Machakos,Mwala
